contract_number,county,project_description,project_length,project_length_unit
CNR919,GILES,THE RESURFACING ON S.R. 11 FROM WEST OF SOUTH 5TH STREET (L.M. 18.30) TO U.S. 31 (S.R. 7) (L.M. 19.08).,4.19,MILES
CNR924,GREENE,THE REPAIR OF THE BRIDGE ON S.R. 172 OVER LICK CREEK (L.M. 9.90).,0,MILES
CNR926,GRUNDY,THE RESURFACING (MICROSURFACE OR THIN MIX OVERLAY) ON S.R. 56 FROM NEAR PARSONS ROAD (L.M. 7.81) TO SOUTH OF DOGWOOD MANOR ROAD (L.M. 14.05).,6.24,MILES
CNR932,MORGAN AND UNION,THE RESURFACING (MICROSURFACE OR THIN MIX OVERLAY) ON S.R. 299 FROM THE CUMBERLAND COUNTY LINE (L.M. 0.00) TO S.R. 328 (L.M. 10.14).,17.38,MILES
CNR927,SEQUATCHIE,THE RESURFACING (MICROSURFACE OR THIN MIX OVERLAY) ON U.S. 127 (S.R. 8) FROM NORTH OF PROGRESS DRIVE (L.M. 5.22) TO S.R. 28 (L.M. 14.83).,9.61,MILES
CNR922,SHELBY,THE INSTALLATION OF AN OVERHEAD SIGN STRUCTURE ON I-40 WB (L.M. 1.00).,0,MILES
CNR923,SULLIVAN,"THE GRADING, DRAINAGE AND PAVING ON I-81 AT THE TENNESSEE WELCOME CENTER SB EXIT RAMP (L.M. 21.97).",1.678,MILES
CNR925,TIPTON,THE RESURFACING (MICROSURFACE OR THIN MIX OVERLAY) ON S.R. 179 FROM S.R. 54 (L.M. 0.00) TO S.R. 14 (L.M. 5.80).,5.8,MILES
CNR093,ANDERSON,THE RESURFACING ON U.S. 441 (S.R. 71) FROM THE KNOX COUNTY LINE (L.M. 0.00) TO S.R. 61 (L.M. 4.91).,4.91,MILES
CNR120,"ANDERSON, BLOUNT, CAMPBELL, CARTER, CLAIBORNE, COCKE, GRAINGER, JEFFERSON, KNOX, MONROE, ROANE,
SULLIVAN, UNICOI, AND WASHINGTON",THE RANDOM ON-CALL ATTENUATOR REPAIRS ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNR121,"ANDERSON, BLOUNT, CAMPBELL, CARTER, CLAIBORNE, COCKE, GRAINGER, GREENE, HAMBLEN, HANCOCK, HAWKINS,
JEFFERSON, JOHNSON, KNOX, LOUDON, MONROE, MORGAN, ROANE, SCOTT, SEVIER, SULLIVAN, UNICOI, UNION, AND WASHINGTON",THE ON-CALL GUARDRAIL REPAIR AND NEW GUARDRAIL INSTALLATION ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNR107,BEDFORD,THE RESURFACING ON U.S. 41A (S.R. 16) FROM WEST OF S.R. 270 TO EAST OF HUMMINGBIRD LANE AND ON S.R. 270 FROM THE MARSHALL COUNTY LINE TO U.S. 41A.,12.08,MILES
CNR102,BEDFORD,THE RESURFACING ON S.R. 269 FROM WEST OF S.R. 64 (L.M. 9.50) TO EAST OF THE BRIDGE OVER THE DUCK RIVER (L.M. 15.60).,6.1,MILES
CNR092,BEDFORD,THE RESURFACING ON S.R. 64 FROM EAST OF BETHLEHEM CHURCH ROAD (L.M. 6.07) TO WEST OF U.S. 231 (S.R. 10) (L.M. 12.11).,6.04,MILES
CNR094,"BEDFORD, CHEATHAM, DAVIDSON, DICKSON, GILES, HICKMAN, HUMPHREYS, LAWRENCE, LINCOLN, MACON, MARSHALL,
MAURY, MONTGOMERY, PERRY, ROBERTSON, RUTHERFORD, SMITH, SUMNER, WAYNE, WILLIAMSON, AND WILSON",THE LONGITUDINAL JOINT STABILIZATION ON VARIOUS STATE ROUTES.,135.18,MILES
CNR123,"BEDFORD, CHEATHAM, DAVIDSON, DICKSON, GILES, HICKMAN, HOUSTON, HUMPHREYS, LAWRENCE, LEWIS, LINCOLN,
MACON, MARSHALL, MAURY, MONTGOMERY, MOORE, PERRY, ROBERTSON, RUTHERFORD, SMITH, STEWART, SUMNER, TROUSDALE,
WAYNE, WILLIAMSON, AND WILSON",THE ON-CALL GUARDRAIL REPAIR AND NEW GUARDRAIL INSTALLATION ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNR101,BEDFORD AND MARSHALL,THE RESURFACING ON S.R. 130 FROM THE LINCOLN COUNTY LINE IN MARSHALL COUNTY (L.M. 0.00) TO GANT HOLLOW ROAD IN BEDFORD COUNTY (L.M. 3.89).,7.4,MILES
CNR091,BENTON AND CARROLL,THE RESURFACING ON U.S. 70 (S.R. 1) FROM THE HUNTINGDON CITY LIMITS IN CARROLL COUNTY (L.M. 22.90) TO S.R. 391 IN BENTON COUNTY (L.M. 4.28).,13.75,MILES
CNR124,"BENTON, CARROLL, CHESTER, CROCKETT, DECATUR, DYER, GIBSON, HARDEMAN, HARDIN, HAYWOOD, HENDERSON, HENRY,
LAKE, MADISON, MCNAIRY, OBION, AND WEAKLEY",THE ON-CALL GUARDRAIL REPAIR AND NEW GUARDRAIL INSTALLATION ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNR117,"BENTON, CARROLL, CHESTER, GIBSON, HARDEMAN, HARDIN, HENRY, MADISON, AND SHELBY",THE RANDOM ON-CALL ATTENUATOR REPAIRS ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNR122,"BLEDSOE, BRADLEY, CANNON, COFFEE, CUMBERLAND, DEKALB, FENTRESS, FRANKLIN, GRUNDY, HAMILTON, JACKSON,
MARION, MCMINN, MEIGS, OVERTON, PICKETT, POLK, PUTNAM, RHEA, SEQUATCHIE, VAN BUREN, WARREN, AND WHITE",THE ON-CALL GUARDRAIL REPAIR AND NEW GUARDRAIL INSTALLATION ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNR073,"BLEDSOE, CLAY, COFFEE, DEKALB, FENTRESS, GRUNDY, MARION, PICKETT, PUTNAM, VAN BUREN, WARREN, AND WHITE",THE CRACK SEALING AT VARIOUS LOCATIONS ON VARIOUS STATE ROUTES.,120.79,MILES
CNR131,"BLOUNT, LOUDON, AND MONROE",THE MISCELLANEOUS SAFETY IMPROVEMENTS INCLUDING RESURFACING ON S.R. 33 FROM THE MCMINN COUNTY LINE IN MONROE COUNTY TO THE KNOX COUNTY LINE IN BLOUNT COUNTY.,42.84,MILES
CNR130,"BRADLEY, CANNON, CLAY, COFFEE, CUMBERLAND, FRANKLIN, HAMILTON, JACKSON, MARION, MCMINN, MEIGS, OVERTON,
POLK, PUTNAM, RHEA, SEQUATCHIE, AND WHITE",THE LONGITUDINAL JOINT STABILIZATION ON VARIOUS STATE ROUTES.,102.76,MILES
CNR119,"BRADLEY, DEKALB, HAMILTON, MARION, POLK, PUTNAM, RHEA, AND WHITE",THE RANDOM ON-CALL ATTENUATOR REPAIRS ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNR077,CAMPBELL,THE RESURFACING ON U.S. 25W (S.R. 9) FROM THE KENTUCKY STATE LINE TO NEAR WEST DAVIS LANE AND ON S.R. 297 FROM NEAR LOWWOOD LANE TO NEAR CREEKMORE HOUSLEY DRIVE.,6.81,MILES
CNR132,CAMPBELL,"THE RESURFACING ON S.R. 90 FROM U.S. 25W (S.R. 9) (L.M. 0.00) TO THE CLAIBORNE COUNTY LINE (L.M. 7.04), INCLUDING BRIDGE DECK REPAIR.",7.04,MILES
CNR076,CANNON,THE RESURFACING ON S.R. 146 FROM U.S. 70S (S.R. 1) (L.M. 0.00) TO THE DEKALB COUNTY LINE (L.M. 9.51).,9.51,MILES
CNR113,CHEATHAM AND ROBERTSON,"THE RESURFACING ON U.S. 41A (S.R. 112) FROM S.R. 49 (L.M. 2.84) IN CHEATHAM COUNTY, THROUGH ROBERTSON COUNTY, TO THE MONTGOMERY COUNTY LINE IN CHEATHAM COUNTY (L.M. 2.13).",6.72,MILES
CNR135,"CHESTER, DECATUR, HARDIN, AND MCNAIRY",THE LONGITUDINAL JOINT STABILIZATION ON VARIOUS STATE ROUTES.,0,MILES
CNR127,CLAY AND FENTRESS,"THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 51 AT THE INTERSECTION OF S.R. 52 (L.M. 0.00), AND ON S.R. 154 FROM NEAR S.R. 28 (L.M. 2.20) TO S.R. 297 (L.M. 10.75).",8.55,MILES
CNR030,"CUMBERLAND, FRANKLIN, AND RHEA","THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 156 AT THE INTERSECTION OF MIDWAY ROAD (L.M. 0.44), AND ON VARIOUS STATE ROUTES AND LOCAL ROADS.",0.43,MILES
CNR115,DAVIDSON,THE RESURFACING ON U.S. 431 (S.R. 65) FROM WEST TRINITY LANE (L.M. 1.33) TO LLOYD ROAD (L.M. 5.19).,3.86,MILES
CNR118,"DAVIDSON, HUMPHREYS, MAURY, ROBERTSON, RUTHERFORD, SMITH, STEWART, SUMNER, WAYNE, WILLIAMSON, AND
WILSON",THE RANDOM ON-CALL ATTENUATOR REPAIRS ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNR004,DECATUR AND HARDIN,THE RESURFACING ON U.S. 641 (S.R. 114) FROM S.R. 128 TO THE TENNESSEE RIVER AND REPAIR OF THE BRIDGE OVER THE TENNESSEE RIVER.,2.84,MILES
CNR114,FAYETTE,THE RESURFACING ON S.R. 196 FROM POPLAR ACRES ROAD (L.M. 4.72) TO S.R. 193 (L.M. 11.91).,7.19,MILES
CNR125,"FAYETTE, LAUDERDALE, AND SHELBY",THE ON-CALL GUARDRAIL REPAIR AND NEW GUARDRAIL INSTALLATION ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNR089,GILES,THE RESURFACING ON S.R. 129 FROM U.S. 31 (S.R. 7) (L.M. 0.00) TO THE MARSHALL COUNTY LINE (L.M. 6.65).,6.65,MILES
CNR116,GILES,"THE GRADING, DRAINAGE AND PAVING ON U.S. 31 (S.R. 7) FROM UNION HILL ROAD TO MORROW ROAD IN ARDMORE.",1.016,MILES
CNR084,GREENE,THE RESURFACING ON S.R. 349 FROM S.R. 340 (L.M. 0.00) TO U.S. 321 (S.R. 35) (L.M. 13.25).,13.25,MILES
CNR096,HAMBLEN,THE RESURFACING ON U.S. 11E (S.R. 34) FROM NEAR WALTERS DRIVE (L.M. 7.09) TO NEAR THE U.S. 25E (S.R. 32) OVERPASS (L.M. 11.13).,4.04,MILES
CNR133,HAMILTON,THE RESURFACING ON S.R. 153 FROM THE CHICKAMAUGA DAM BRIDGE (L.M. 7.11) TO THE S.R. 319 BRIDGE (L.M. 8.89).,1.78,MILES
CNR109,HAMILTON,THE RESURFACING ON U.S. 27 (S.R. 29) FROM SOUTH OF THE BRIDGE OVER SALE CREEK (L.M. 28.25) TO THE RHEA COUNTY LINE (L.M. 30.84).,2.59,MILES
CNR098,HANCOCK,THE RESURFACING ON S.R. 66 FROM THE HAWKINS COUNTY LINE TO NEAR THE CLINCH RIVER AND ON S.R. 63 FROM NEAR MULBERRY GAP ROAD TO S.R. 33.,11.7,MILES
CNR017,HARDEMAN,THE RESURFACING ON S.R. 57 FROM THE FAYETTE COUNTY LINE (L.M. 0.00) TO SAULSBURY ROAD (L.M. 6.85).,6.85,MILES
CNR090,HICKMAN,THE RESURFACING ON S.R. 46 FROM S.R. 7 (L.M. 0.00) TO THE DICKSON COUNTY LINE (L.M. 2.76) AND ON S.R. 100 FROM PRIMM SPRINGS ROAD (L.M. 21.29) TO S.R. 46 (L.M. 27.45).,8.92,MILES
CNR012,HICKMAN AND HUMPHREYS,THE RESURFACING (MICROSURFACE OR THIN MIX OVERLAY) ON S.R. 230 FROM S.R. 48 TO DODD HOLLOW ROAD AND ON S.R. 231 FROM U.S. 70 (S.R. 1) TO THE HOUSTON COUNTY LINE.,13.92,MILES
CNR099,HOUSTON,"THE RESURFACING ON S.R. 13 FROM THE HUMPHREYS COUNTY LINE TO S.R. 49, ON S.R. 49 FROM S.R. 13 TO EAST OF SALMON BRANCH ROAD AND SAFETY IMPROVEMENTS FROM CHURCH STREET TO S.R. 13.",15.82,MILES
CNR105,HUMPHREYS,THE RESURFACING ON S.R. 13 FROM THE PERRY COUNTY LINE (L.M. 0.00) TO NORTH OF TUMBLING CREEK ROAD/BURNED HOUSE ROAD (L.M. 8.30).,8.3,MILES
CNR134,JOHNSON,"THE RESURFACING ON U.S. 421 (S.R. 34) FROM THE SULLIVAN COUNTY LINE (L.M. 0.00) TO NEAR S.R. 91 (L.M. 12.90), INCLUDING BRIDGE DECK REPAIR.",12.9,MILES
CNR082,KNOX,"THE RESURFACING ON S.R. 168 FROM NEAR CINDER AVENUE (L.M. 11.60) TO U.S. 11E (U.S. 70, S.R. 9) (L.M. 16.00).",4.4,MILES
CNR083,KNOX,THE RESURFACING ON S.R. 332 FROM NEAR THE SOUTHERN RAILROAD BRIDGE (L.M. 1.70) TO NEAR NORTHSHORE HILLS BOULEVARD (L.M. 7.43).,5.73,MILES
CNR129,KNOX AND SEVIER,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 33 AND PLEASANT RIDGE ROAD IN KNOX COUNTY AND ON S.R. 71 AND S.R. 449 IN SEVIER COUNTY.,6.38,MILES
CNR088,LAWRENCE,THE RESURFACING ON U.S. 43 (S.R. 6) FROM COUNTRYSIDE DRIVE (L.M. 4.91) TO SOUTH OF BUSBY ROAD (L.M. 9.65).,4.47,MILES
CNR112,LAWRENCE,THE RESURFACING ON S.R. 242 FROM U.S. 64 (S.R. 15) (L.M. 22.90) TO NORTH OF ETHRIDGE RED-HILL ROAD (L.M. 28.20).,5.3,MILES
CNR011,MARSHALL,THE RESURFACING (MICROSURFACE OR THIN MIX OVERLAY) ON S.R. 129 FROM U.S. 31A (S.R. 11) (L.M. 6.22) TO S.R. 272 (L.M. 11.97).,5.75,MILES
CNR095,LEWIS,THE RESURFACING ON S.R. 48 FROM THE BRIDGE OVER TRACE CREEK (L.M. 5.15) TO S.R. 20 (L.M. 10.71).,5.56,MILES
CNR103,LINCOLN,THE RESURFACING ON S.R. 275 FROM VANNTOWN ROAD (L.M. 7.16) TO U.S. 64 (S.R. 15) (L.M. 14.19).,7.03,MILES
CNR072,MADISON,THE CONSTRUCTION OF TWO (2) CONCRETE BOX BRIDGES ON S.R. 138 OVER MUDDY CREEK (L.M. 1.15).,0,MILES
CNR106,MARSHALL,THE RESURFACING ON U.S. 31A (S.R. 11) FROM NORTH OF UNDERPASS ROAD (L.M. 5.49) TO SOUTHWEST OF U.S. 431 (S.R. 50) (L.M. 12.66).,7.17,MILES
CNR104,MAURY,THE RESURFACING ON S.R. 245 FROM THE GILES COUNTY LINE (L.M. 0.00) TO NEELEY HOLLOW ROAD (L.M. 6.33).,6.33,MILES
CNR126,MAURY,"THE GRADING, DRAINAGE, CONSTRUCTION OF A CONCRETE BOX BRIDGE AND PAVING ON U.S. 31 (S.R. 6) AT THE INTERSECTION OF NORTH POINTE ROAD (L.M. 25.63) IN COLUMBIA.",0.354,MILES
CNR128,MCMINN,THE RESURFACING ON S.R. 30 FROM EAST OF MILTON DRIVE (L.M. 6.50) TO EAST OF JACKSON STREET (L.M. 10.86).,4.36,MILES
CNR078,MCMINN,"THE GRADING, DRAINAGE AND PAVING ON S.R. 30 (WHITE STREET) FROM NEAR PARK STREET (L.M. 10.95) TO EAST OF KNIGHT ROAD (L.M. 12.05) IN ATHENS.",1.212,MILES
CNR097,MONTGOMERY AND ROBERTSON,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 25 AND S.R. 257 IN ROBERTSON COUNTY AND ON HICKORY POINT ROAD IN MONTGOMERY COUNTY.,16.22,MILES
CNR074,OVERTON,THE RESURFACING (SCRUB SEAL) ON S.R. 85 FROM S.R. 52 (L.M. 11.92) TO THE SCOTT BRANCH BRIDGE (L.M. 19.14).,7.22,MILES
CNR075,OVERTON AND PICKETT,THE RESURFACING ON S.R. 111 FROM NORTH OF BIG SPRINGS ROAD IN OVERTON COUNTY (L.M. 20.07) TO NORTH OF JIM BEATY ROAD IN PICKETT COUNTY (L.M. 2.31).,6.24,MILES
CNR111,RUTHERFORD,"THE RESURFACING ON U.S. 41 (U.S. 70S, S.R. 1) FROM KEN PILKERTON DRIVE (L.M. 6.42) TO WEST OF FLORENCE ROAD (L.M. 9.82).",3.4,MILES
CNR108,RUTHERFORD AND WILLIAMSON,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 46 AND U.S. 431 (S.R. 106) IN WILLIAMSON COUNTY AND ON VARIOUS LOCAL ROADS IN RUTHERFORD COUNTY.,14.3,MILES
CNR100,SULLIVAN,THE RESURFACING ON U.S. 11W (S.R. 1) FROM NEAR INDIAN TRAIL DRIVE (L.M. 5.85) TO NEAR PENDLETON ROAD (L.M. 13.06).,7.21,MILES
CNR010,WILSON,"THE INSTALLATION OF SIGNALS ON U.S. 70 (S.R. 26) AT THE INTERSECTION OF BLUEBIRD ROAD/C.L. MANIER STREET, INCLUDING SIGNAL TIMING FROM U.S. 70N (S.R. 24) TO TENNESSEE BOULEVARD.",0.132,MILES
CNR914,"BLEDSOE, GRUNDY, MARION, SEQUATCHIE, AND VAN BUREN",THE MOWING ON VARIOUS STATE ROUTES.,364.99,MILES
CNR915,"BRADLEY, MCMINN, AND POLK",THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,309.95,MILES
CNR916,"CLAY, DEKALB, JACKSON, OVERTON, PUTNAM, SMITH, AND WHITE",THE MOWING ON VARIOUS STATE ROUTES.,502.3,MILES
CNR909,"DICKSON, HICKMAN, AND HUMPHREYS",THE MOWING ON VARIOUS STATE ROUTES.,377.74,MILES
CNR910,"DYER, GIBSON, LAKE, AND OBION",THE MOWING ON VARIOUS INTERSTATE AND STATE ROUTES.,591.86,MILES
CNR900,"MCMINN, MEIGS, AND POLK","THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 30, S.R. 304 AND CLEARWATER ROAD.",12.05,MILES
CNR907,MONROE,THE RESURFACING ON I-75 FROM THE MCMINN COUNTY LINE (L.M. 0.00) TO THE LOUDON COUNTY LINE (L.M. 6.49).,6.49,MILES
CNR912,"RUTHERFORD, SUMNER, AND WILSON",THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,390.85,MILES
CNR913,WILLIAMSON,THE MOWING ON VARIOUS STATE ROUTES.,168.87,MILES
CNR054,"ANDERSON, BLOUNT, CAMPBELL, CARTER, CLAIBORNE, COCKE, GRAINGER, GREENE, HAMBLEN, HANCOCK, HAWKINS,
JEFFERSON, JOHNSON, KNOX, LOUDON, MONROE, MORGAN, ROANE, SCOTT, SEVIER, SULLIVAN, UNICOI, UNION, AND WASHINGTON",THE RETRACING OF PAVEMENT MARKINGS WITH SPRAY THERMOPLASTIC AND RANDOM ON-CALL PAVEMENT MARKING ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNR050,"ANDERSON, BLOUNT, CAMPBELL, CARTER, CLAIBORNE, COCKE, GRAINGER, GREENE, HAMBLEN, HANCOCK, HAWKINS,
JEFFERSON, JOHNSON, KNOX, LOUDON, MONROE, MORGAN, ROANE, AND SCOTT",THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNR036,"BEDFORD, CHEATHAM, DAVIDSON, DICKSON, GILES, HICKMAN, HOUSTON, HUMPHREYS, LAWRENCE, LEWIS, LINCOLN,
MACON, MARSHALL, MAURY, MONTGOMERY, MOORE, PERRY, ROBERTSON, RUTHERFORD, SMITH, STEWART, SUMNER, TROUSDALE,
WAYNE, WILLIAMSON, AND WILSON",THE RANDOM ON-CALL PAVEMENT MARKING AND RETRACING OF PAVEMENT MARKINGS WITH SPRAY THERMOPLASTIC ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNR033,"BEDFORD, CHEATHAM, DAVIDSON, DICKSON, GILES, HICKMAN, HOUSTON, HUMPHREYS, LAWRENCE, LEWIS, LINCOLN,
MACON, MARSHALL, MAURY, MONTGOMERY, MOORE, PERRY, ROBERTSON, RUTHERFORD, SMITH, STEWART, SUMNER, TROUSDALE,
WAYNE, WILLIAMSON, AND WILSON",THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNR021,BENTON,THE RESURFACING ON U.S. 641 (S.R. 69) FROM THE DECATUR COUNTY LINE (L.M. 0.00) TO NEAR JAMES WALKER ROAD (L.M. 10.92).,10.92,MILES
CNR018,"BENTON, CARROLL, CHESTER, CROCKETT, DECATUR, DYER, FAYETTE, GIBSON, HARDEMAN, HARDIN, HAYWOOD,
HENDERSON, HENRY, LAKE, LAUDERDALE, MADISON, MCNAIRY, OBION, SHELBY, TIPTON, AND WEAKLEY",THE RANDOM ON-CALL PAVEMENT MARKING AND RETRACING OF PAVEMENT MARKINGS WITH SPRAY THERMOPLASTIC ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNR020,"BENTON, CARROLL, CROCKETT, DECATUR, DYER, FAYETTE, GIBSON, HAYWOOD, HENDERSON, LAUDERDALE, MADISON, AND
TIPTON",THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNR019,"BENTON, CARROLL, DYER, GIBSON, HENRY, LAKE, OBION, AND WEAKLEY",THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNR052,"BLEDSOE, BRADLEY, CANNON, CLAY, COFFEE, CUMBERLAND, DEKALB, FENTRESS, FRANKLIN, GRUNDY, HAMILTON,
JACKSON, MARION, MCMINN, MEIGS, OVERTON, POLK, PUTNAM, RHEA, SEQUATCHIE, VAN BUREN, WARREN, AND WHITE",THE RETRACING OF PAVEMENT MARKINGS WITH SPRAY THERMOPLASTIC AND RANDOM ON-CALL PAVEMENT MARKING ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNR058,"BLEDSOE, BRADLEY, CANNON, CLAY, COFFEE, CUMBERLAND, DEKALB, FENTRESS, GRUNDY, HAMILTON, JACKSON, MARION,
MCMINN, MEIGS, OVERTON, PICKETT, POLK, PUTNAM, RHEA, SCOTT, SEQUATCHIE, VAN BUREN, AND WHITE",THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNR068,BLOUNT AND SEVIER,THE RESURFACING ON U.S. 441 (S.R. 71) FROM NEAR CHAPMAN VIEW DRIVE IN SEVIER COUNTY (L.M. 29.82) TO THE KNOX COUNTY LINE IN BLOUNT COUNTY (L.M. 0.24).,1.38,MILES
CNR051,"CAMPBELL, CARTER, GREENE, HAMBLEN, HANCOCK, HAWKINS, JEFFERSON, JOHNSON, KNOX, SULLIVAN, UNICOI, AND
WASHINGTON",THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNR022,CARROLL,THE RESURFACING ON S.R. 436 FROM NEAR THE NORTH END OF THE OLD OBION RIVER BED BRIDGE (L.M. 4.58) TO S.R. 76 (L.M. 9.75).,5.17,MILES
CNR001,CARROLL,THE REPAIR OF THE BRIDGE ON U.S. 70 (S.R. 1) OVER OVERFLOW (L.M. 31.17).,0,MILES
CNR034,"CHEATHAM, DAVIDSON, LAWRENCE, LEWIS, LINCOLN, MAURY, MONTGOMERY, PERRY, ROBERTSON, RUTHERFORD,
SUMNER, WILLIAMSON, AND WILSON",THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNR053,"CLAY, CUMBERLAND, DEKALB, FENTRESS, JACKSON, OVERTON, PICKETT, PUTNAM, AND WHITE",THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNR063,"CLAY, FENTRESS, OVERTON, AND PICKETT",THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL AND STATE ROUTES.,0,MILES
CNR003,DAVIDSON,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON VARIOUS LOCAL ROADS.,0,MILES
CNR070,DAVIDSON,THE CONCRETE REPAIR USING HOT APPLIED FIBER REINFORCED POLYMER PATCHING MATERIAL ON VARIOUS INTERSTATE AND STATE ROUTES.,0,MILES
CNR027,"DAVIDSON, LAWRENCE, MAURY, SUMNER, AND WILLIAMSON","THE MISCELLANEOUS SAFETY IMPROVEMENTS ON I-24 EB EXIT RAMP TO S.R. 1 IN DAVIDSON COUNTY, AND VARIOUS LOCAL AND STATE ROUTES IN MAURY, WILLIAMSON, LAWRENCE AND SUMNER COUNTIES.",5.54,MILES
CNR026,DEKALB AND WILSON,THE MISCELLANEOUS SAFETY IMPROVEMENTS ON U.S. 70 (S.R. 26) FROM WEST OF THE DEKALB COUNTY LINE (L.M. 20.16) IN WILSON COUNTY TO NEAR S.R. 96 (L.M. 6.10) IN DEKALB COUNTY.,6.26,MILES
CNR044,FRANKLIN,"THE CONSTRUCTION OF EITHER A CONCRETE BULB-TEE BEAM OR WELDED STEEL PLATE GIRDER BRIDGE ON S.R. 127 OVER THE ELK RIVER (L.M. 6.21), INCLUDING GRADING, DRAINAGE AND PAVING.",0.52,MILES
CNR064,GREENE,"THE REPAIR OF THE BRIDGES OVER I-81 AT MARVIN ROAD (L.M. 2.50), FLATWOODS ROAD (L.M. 0.57) AND BERNARD ROAD (L.M. 0.55).",0,MILES
CNR035,KNOX,"THE IMPROVEMENT OF THE INTERSECTION ON S.R.169 AT WEISGARBER ROAD (L.M. 6.76) IN KNOXVILLE, INCLUDING GRADING, DRAINAGE AND PAVING.",0.189,MILES
CNR014,LAWRENCE,THE RESURFACING (MICROSURFACE OR THIN MIX OVERLAY) ON S.R. 98 FROM THE ALABAMA STATE LINE (L.M. 0.00) TO SOUTH OF RAMAH ROAD (L.M. 5.67).,5.67,MILES
CNR013,LINCOLN,THE REPAIR OF BRIDGES ON U.S. 231 (S.R. 10) OVER NORRIS CREEK (L.M. 17.17 & L.M. 19.32).,0,MILES
CNR037,MCMINN,"THE GRADING, DRAINAGE AND PAVING ON S.R. 30 AT THE INTERSECTION OF DENSO DRIVE AND MILTON ROAD IN ATHENS (L.M. 6.30 - L.M. 6.50).",0.2,MILES
CNR066,PUTNAM,THE REPAIR OF THE BRIDGE ON OLD BAXTER ROAD OVER I-40 (L.M. 2.89).,0,MILES
CNR065,PUTNAM,"THE REPAIR OF THE BRIDGES ON I-40 OVER S.R. 24 (L.M. 33.46 AND L.M. 34.12, R&L).",0,MILES
CNR060,RHEA,"THE GRADING, DRAINAGE AND PAVING ON U.S. 27 (S.R. 29) AT THE INTERSECTION OF S.R. 378 IN DAYTON (L.M. 6.53 - L.M. 6.80).",0.277,MILES
CNR057,ROANE,THE RESURFACING ON S.R. 61 FROM WOODS CHAPEL ROAD (L.M. 7.34) TO NEAR DAUGHERTY ROAD 9L.M. 17.00).,9.66,MILES
CNR047,ROANE,"THE RESURFACING ON U.S. 70 (S.R. 1), U.S. 27 (S.R. 29) AND S.R. 382 IN ROANE COUNTY.",8.42,MILES
CNR040,ROANE,"THE GRADING, DRAINAGE AND PAVING ON U.S. 70 (S.R. 1) FROM EAST OF KINGSTON AVENUE (L.M. 7.21) TO S.R. 382 (L.M. 8.83).",1.62,MILES
CNR005,SHELBY,THE DEMOLITION AND REMOVAL OF THE ABANDONED UNION PACIFIC RAILROAD BRIDGE OVER I-55 IN MEMPHIS (L.M. 10.44).,0,MILES
CNR015,SHELBY,THE REPAIR OF THE BRIDGE ON I-40 OVER THE WOLF RIVER (L.M. 9.42 LEFT LANE).,0,MILES
