item_no,description,unit
730-24.47,CANTILEVER SIGNAL SUPPORT (DESCRIPTION),EACH
730-24.48,CANTILEVER SIGNAL SUPPORT (DESCRIPTION),EACH
730-24.81,CANTILEVER SIGNAL SUPPORT (2 @ 35 & 55),EACH
730-24.85,CANTILEVER SIGNAL SUPPORT (2 @ 40 & 50),EACH
730-24.88,CANTILEVER SIGNAL SUPPORT (2 @ 40 & 65),EACH
730-24.89,CANTILEVER SIGNAL SUPPORT (2 @ 40 & 70),EACH
730-24.90,CANTILEVER SIGNAL SUPPORT (2 @ 45 & 50),EACH
730-24.91,CANTILEVER SIGNAL SUPPORT (2 @ 45 & 55),EACH
730-24.92,CANTILEVER SIGNAL SUPPORT (2 @ 45 & 60),EACH
730-24.93,CANTILEVER SIGNAL SUPPORT (2 @ 45 & 65),EACH
730-24.94,CANTILEVER SIGNAL SUPPORT (2 @ 45 & 70),EACH
730-24.96,CANTILEVER SIGNAL SUPPORT (DESCRIPTION),EACH
730-24.97,CANTILEVER SIGNAL SUPPORT (DESCRIPTION),EACH
730-24.98,CANTILEVER SIGNAL SUPPORT (DESCRIPTION),EACH
730-25.01,CANTILEVER SIGNAL SUPPORT (1 ARM @ 50),EACH
730-25.03,CANTILEVER SIGNAL SUPPORT (2 @ 50 & 55),EACH
730-25.04,CANTILEVER SIGNAL SUPPORT (2 @ 50 & 60),EACH
730-25.05,CANTILEVER SIGNAL SUPPORT (2 @ 50 & 65),EACH
730-25.06,CANTILEVER SIGNAL SUPPORT (2 @ 50 & 70),EACH
730-25.07,CANTILEVER SIGNAL SUPPORT (1 ARM @ 55),EACH
730-25.08,CANTILEVER SIGNAL SUPPORT (2 @ 55 & 55),EACH
730-25.09,CANTILEVER SIGNAL SUPPORT (2 @ 55 & 60),EACH
730-25.10,CANTILEVER SIGNAL SUPPORT (2 @ 55 & 65),EACH
730-25.11,CANTILEVER SIGNAL SUPPORT (1 ARM @ 60),EACH
730-25.12,CANTILEVER SIGNAL SUPPORT (2 @ 60 & 60),EACH
730-25.13,CANTILEVER SIGNAL SUPPORT (1 ARM @ 65),EACH
730-25.14,CANTILEVER SIGNAL SUPPORT (1 ARM @ 70),EACH
730-25.15,CANTILEVER SIGNAL SUPPORT (1 ARM @ 75),EACH
730-25.16,CANTILEVER SIGNAL SUPPORT (1 ARM @ 80),EACH
730-25.17,CANTILEVER SIGNAL SUPPORT (1 ARM @ 85),EACH
730-25.18,CANTILEVER SIGNAL SUPPORT (1 ARM @ 90),EACH
730-25.70,DECORATIVE SIGNAL BASES (DESCRIPTION),EACH
730-26.02,PEDESTRIAN PUSHBUTTON WITH 12 SIGN,EACH
730-26.03,"PEDESTRIAN SIGNAL HEAD, PUSHBUTTON & 12 SIGN",EACH
730-26.04,AUDIBLE PEDESTRIAN SIGNAL,EACH
730-26.05,COUNTDOWN PEDESTRIAN SIGNAL,EACH
730-26.06,PEDESTRIAN PUSHBUTTON POST,EACH
730-26.07,FLASHING WARNING BEACON (DESCRIPTION),EACH
730-26.08,FLASHING WARNING BEACON (DESCRIPTION),EACH
730-26.09,PEDESTRIAN PUSHBUTTON WITH 15IN SIGN,EACH
730-26.10,PEDESTRIAN SIGNAL HEAD W/PUSHBUTTON & 15IN SIGN,EACH
730-26.11,COUNTDOWN PED SGNL HEAD W/AUDIBLE PUSHBUTTON & 15IN SIGN,EACH
730-26.12,PEDESTRIAN PUSHBUTTON HORIZONTAL EXTENSION,EACH
730-26.14,PEDESTRIAN PUSHBUTTON ADJUSTMENT,EACH
730-30.02,COMPUTER FOR SIGNAL SYSTEM (DESCRIPTION),LS
730-35.01,RF DATA SYSTEM (DESCRIPTION),EACH
730-35.05,DATA SYSTEM POWER SUPPLY,EACH
730-35.06,BATTERY BACK-UP SYSTEM,EACH
730-35.10,ANTENNA (OMNI),EACH
730-35.11,ANTENNA (YAGI),EACH
730-35.20,RF DATA SYSTEM CABLE,L.F.
730-35.21,RF DATA SYSTEM CABLE(DESCRIPTION),L.F.
730-35.50,ROAD SIDE UNIT (RSU),EACH
730-40.00,TEMPORARY TRAFFIC SIGNAL SYSTEM,EACH
730-40.01,PORTABLE TRAFFIC SIGNAL SYSTEM,EACH
730-40.02,TEMPORARY TRAFFIC SIGNAL SYSTEM,LS
730-41.25,REWORK OF CONTROLLER,EACH
730-41.26,CONTROLLER BASE EXTENSION,EACH
730-41.50,BRIDGE SUSPENDED SIGNALS,LS
730-50.00,TEMPORARY TRAFFIC SIGNAL SYSTEM (RADIO CONTROLLED),EACH
730-50.10,SOLAR POWERED FLASHING ASSEMBLY,EACH
730-50.11,WARNING SIGN FLASHING ASSEMBLY (HARD-WIRED),EACH
730-50.12,WARNING SIGN FLASHING ASSEMBLY (SOLAR POWERED),EACH
730-50.20,RECTANGULAR RAPID FLASHING BEACON ASSEMBLY (SOLAR POWERED),EACH
730-50.25,PEDESTRIAN HYBRID BEACON ASSEMBLY,EACH
730-50.30,SCHOOL SPEED LIMIT FLASHING ASSEMBLY (SOLAR POWERED),EACH
730-50.31,SCHOOL SPEED LIMIT FLASHING ASSEMBLY (HARD-WIRED),EACH
730-99.01,TRAINING,LS
740-06.01,GEOMEMBRANE,S.Y.
740-07.01,GEO GRID REINFORCEMENT,S.Y.
740-07.02,GEOGRID REINFORCEMENT (SOIL SLOPES),S.Y.
740-07.03,GEOGRID REINFORCEMENT TYPE 1,S.Y.
740-07.04,GEOGRID REINFORCEMENT TYPE 2,S.Y.
740-07.06,GEOGRID REINFORCEMENT TYPE 4,S.Y.
740-08.01,CELLULAR CONFINEMENT SYSTEM (DESCRIPTION),S.Y.
740-10.01,GEOTEXTILE (TYPE I)(SUBSURFACE DRAINAGE),S.Y.
740-10.02,GEOTEXTILE (TYPE II)(SEDIMENT CONTROL),S.Y.
740-10.03,GEOTEXTILE (TYPE III)(EROSION CONTROL),S.Y.
740-10.04,GEOTEXTILE (TYPE IV)(STABILIZATION),S.Y.
740-11.01,TEMPORARY SEDIMENT TUBE 8IN,L.F.
740-11.02,TEMPORARY SEDIMENT TUBE 12IN,L.F.
740-11.03,TEMPORARY SEDIMENT TUBE 18IN,L.F.
740-11.04,TEMPORARY SEDIMENT TUBE 20IN,L.F.
740-11.05,TEMPORARY SEDIMENT TUBE 24IN,L.F.
740-11.06,TEMPORARY SEDIMENT TUBE CHECK DAM,EACH
760-01.01,TUNNEL CLEANING (MCCALLIE TUNNELS),EACH
760-01.02,TUNNEL CLEANING (BACHMAN TUNNELS),EACH
760-01.03,TUNNEL CLEANING (STRINGER RIDGE TUNNEL),EACH
760-01.04,TUNNEL CLEANING (HENLEY STREET TUNNELS),EACH
760-01.05,TUNNEL CLEANING (THOMPSON LANE TUNNELS),EACH
760-01.07,TUNNEL CLEANING (SMARTFIX I-40 RAMP),EACH
760-01.20,TUNNEL REPAIRS (MCCALLIE TUNNELS),LS
760-13.01,INSTALL OVERHEAD CONDUCTOR - 336 AAC,L.F.
760-13.02,INSTALL OVERHEAD CONDUCTOR - 4/0 AAC,L.F.
760-13.03,INSTALL OVERHEAD CONDUCOTR - 3/0 ACSR,L.F.
760-13.04,INSTALL OVER HEAD CONDUCTOR - 1/0 ACSR,L.F.
760-13.05,INSTALL OVERHEAD CONDUCTOR - #2ACSR,L.F.
760-13.07,INSTALL OVERHEAD CONDUCTOR - #2 TPX,L.F.
760-13.08,INSTALL WOOD POLE CLASS 1 60FT LENGTH,EACH
760-13.09,INSTALL WOOD POLE CLASS 2 55 FT LENGTH,EACH
760-13.10,INSTALL WOOD POLE CLASS 2 50 FT LENGTH,EACH
760-13.11,INSTALL WOOD POLE CLASS 3 45 FT LENGTH,EACH
760-13.12,INSTALL WOOD POLE CLASS 4 40 FT LENGTH,EACH
760-13.13,INSTALL ELECTRIC UTILITY ASSY (C1C),EACH
760-13.14,INSTALL ELECTRIC UTILITY ASSY (C1-2CL),EACH
760-13.15,INSTALL ELECTRIC UTILITY ASSY (C1-3CL),EACH
760-13.16,INSTALL ELECTRIC UTILITY ASSY (C2C),EACH
760-13.17,INSTALL ELECTRIC UTILITY ASSY (C2-2CL),EACH
760-13.21,INSTALL ELECTRIC UTILITY ASSY (C7C),EACH
760-13.22,INSTALL ELECTRIC UTILITY ASSY (C7-1C),EACH
760-13.23,INSTALL ELECTRIC UTILITY ASSY (C8C),EACH
760-13.24,INSTALL ELECTRIC UTILITY ASSY (C8-3CL),EACH
760-13.25,INSTALL ELECTRIC UTILITY ASSY (A1),EACH
760-13.27,INSTALL ELECTRIC UTILITY ASSY (A2),EACH
760-13.28,INSTALL ELECTRIC UTILITY ASSY (A3),EACH
760-13.30,INSTALL ELECTRIC UTILITY ASSY (A5),EACH
760-13.31,INSTALL ELECTRIC UTILITY ASSY (A5-1),EACH
760-13.32,INSTALL ELECTRIC UTILITY ASSY (A5-2),EACH
760-13.33,INSTALL ELECTRIC UTILITY ASSY (A5-2A),EACH
760-13.34,INSTALL ELECTRIC UTILITY ASSY (A6),EACH
760-13.36,INSTALL ELECTRIC UTILITY ASSY (A8),EACH
760-13.37,INSTALL ELECTRIC UTILITY ASSY (M2-11R),EACH
760-13.38,INSTALL ELECTRIC UTILITY ASSY (M2-12B),EACH
760-13.40,INSTALL ELECTRIC UTILITY ASSY (E1-2F),EACH
760-13.41,INSTALL ELECTRIC UTILITY ASSY (E1-2T),EACH
760-13.43,INSTALL ELECTRIC UTILITY ASSY (E3-10P),EACH
760-13.46,INSTALL ELECTRIC UTILITY ASSY (FP-2),EACH
760-13.48,INSTALL ELECTRIC UTILITY ASSY (G11-15),EACH
760-13.50,INSTALL ELECTRIC UTILITY ASSY (K6),EACH
760-13.51,INSTALL ELECTRIC UTILITY ASSY (K7),EACH
760-13.53,INSTALL ELECTRIC UTILITY ASSY (M5-2S),EACH
760-13.54,INSTALL ELECTRIC UTILITY ASSY (M5-4A),EACH
760-13.55,INSTALL ELECTRIC UTILITY ASSY (M5-5S),EACH
760-13.58,INSTALL ELECTRIC UTILITY ASSY (M5-10C),EACH
760-13.60,INSTALL ELECTRIC UTILITY ASSY (SL-2),EACH
760-13.62,REMOVE OVERHEAD PRI. CONDUCTORS,LS
760-13.64,REMOVE OVERHEAD SEC. CONDUCTORS,LS
760-13.65,REMOVE WOOD POLES,LS
760-13.66,REMOVE OH ELECTRIC UTILITY PRI ASSY,LS
760-13.67,REMOVE OH ELECTRIC UTILITY GUY/ANCHOR ASSY,LS
760-13.68,REMOVE OH ELECTRIC UTILITY MISC ASSY,LS
760-13.69,REMOVE OH ELECTRIC UTILITY SEC ASSY,LS
760-13.71,REMOVE ELECTRIC UTILITY ASSY (G11-10),EACH
760-13.72,REMOVE ELECTRIC UTILITY ASSY (G11-15),EACH
760-15.01,1-PH CROSSARM CNSTR DEADEND (VA7),EACH
760-15.02,1-PH DBLE SUPPORTS (VA2 VA1-1),EACH
760-15.03,1-PH TAP (VA5-1 VA5-2),EACH
760-15.04,1-PH SUPPORT (VA1),EACH
760-15.05,1-PH DBLE DEADEND ANGLE (VA4),EACH
760-15.06,1-PH VERTICAL DEADEND (VA6),EACH
760-15.07,1-PH ANGLE (VA3),EACH
760-15.08,1-PH DEADEND SINGLE (VA5),EACH
760-15.09,3 PH CROSSARM DEADEND (SINGLE VC7-1),EACH
760-15.10,3 PH CROSSARM DEADEND (DBLE VC8-3),EACH
760-15.11,3 PH DBLE PRIMARY SUPPORTS (VC1-3),EACH
760-15.12,3 PH DBLE PRIMARY SUPPORTS (ANGLE VC2-2),EACH
760-15.13,3 PH VERTICAL DBLE DEADEND (VC4-1),EACH
760-15.14,3 PH VERITCAL SINGLE DEADEND (VC5),EACH
760-15.15,3 PH VERTICAL CNSTR ANGLE (VC3),EACH
760-15.16,DOWN GUY 7/16 IN (E1-3),EACH
760-15.17,GUY MARKER (E3-10),EACH
760-15.18,OVERHEAD GUY 7/16 IN (E2-3),EACH
760-15.19,ANCHOR ASMBLY PISA TWIN 10IN HELIX (F1-3S),EACH
760-15.20,POLE GROUND (VM2-11 VM2-12),EACH
760-15.21,LIGTHING ARRESTER (VM5-6),EACH
760-15.22,FUSE CUTOUT (VM5-9),EACH
760-15.23,SECONDARY ASSEMBLIES (K11 K11C J6 J8),EACH
760-15.24,TRANSFORMER VG25KVA(ALL 25 KVAS)*,EACH
760-15.25,TRANSFORMER VG15KVA (ALL 15 KVAS)*,EACH
760-15.26,TRANSFORMER VG37.5KVA (ALL 37.5 KVAS)*,EACH
760-15.27,TRANSFORMER VG10KVA (ALL 10 KVAS)*,EACH
760-15.28,TRANSFORMER VG50KVA (ALL 50 KVAS)*,EACH
760-15.29,WOOD POLE (45-3),EACH
760-15.30,WOOD POLE (40-4),EACH
760-15.31,WOOD POLE (50-2),EACH
760-15.32,WOOD POLE (55-2),EACH
760-15.33,WOOD POLE (60-2),EACH
760-15.34,PRIMARY CONDUCTOR (336.4 KCM ACSR)*,L.F.
760-15.35,NEUTRAL CONDUCTOR (3/0 ACSR)*,L.F.
760-15.36,TAP CONDUCTOR (4 ACSR),L.F.
760-15.37,TAP CONDUCTOR (2 ACSR),L.F.
760-15.38,SECONDARY CABLE (4 TRIPLEX),L.F.
760-15.39,SECONDARY CABLE (2 TRIPLEX),L.F.
760-15.40,SECONDARY CABLE (1/0 TRIPLEX),L.F.
760-15.41,SECONDARY CABLE (4/0 TRIPLEX),L.F.
760-15.42,RMVE 30 FOOT WOOD POLE (30),EACH
760-15.43,RMVE 35 FOOT WOOD POLE (35),EACH
760-15.44,RMVE 40 FOOT WOOD POLE (40),EACH
760-15.45,RMVE 45 FOOT WOOD POLE (45),EACH
760-15.46,RMVE 50 FOOT WOOD POLE (50),EACH
760-15.47,RMVE 55 FOOT WOOD POLE (55),EACH
760-15.48,RMVE 60 FOOT WOOD POLE (60),EACH
760-15.49,RMVE 1-PH SUPPORT (VA1),EACH
760-15.50,RMVE 1-PH DBLE SUPPORT (VA1-1 VA2),EACH
760-15.51,RMVE 1-PH ANGLE (VA3),EACH
760-15.52,RMVE 1-PH DBLE DEADEND ANGLE (VA4),EACH
760-15.53,RMVE 1-PH TAP (VA5-1 VA5-2 VA5-4),EACH
760-15.54,RMVE 1-PH DEADEND SINGLE (VA5),EACH
760-15.55,RMVE 1-PH VERTICAL DEADEND (A6),EACH
760-15.56,RMVE 1-PH XARM CNSTR DEADEND (VA7),EACH
760-15.57,RMVE 1-PH XARM DBLE DEADEND (VA8),EACH
760-15.58,RMVE 1-PH DBLE XARM CNSTR (VA9),EACH
760-15.59,RMVE 1-PH SINGLE XARM CNSTR (VA9-1),EACH
760-15.60,RMVE 3-PH XARM SUPPORT (VC1),EACH
760-15.61,RMVE 3-PH DBLE XARM SUPPORT (VC1-1),EACH
760-15.62,RMVE 3-PH XARM SUPPORT (VC1-3),EACH
760-15.63,RMVE 3-PH XARM SUPPORT (VC2-2),EACH
760-15.64,RMVE 3-PH VERTICAL CNSTR (VC3-1 VC3),EACH
760-15.65,RMVE 3-PH XARM DEADEND SINGLE (VC7),EACH
760-15.66,RMVE 3-PH XARM DEADEND DBLE (VC8),EACH
760-15.67,RMVE LIGHTING ARRESTER (VM5-6),EACH
760-15.68,RMVE FUSE CUTOUT (VM5-9),EACH
760-15.69,RMVE SRVCE DROPS ALL SIZES & TYPES(6 TO 4/0),L.F.
760-15.70,RMVE SEC CABLE ALL SIZES & TYPES (6 TO 4/0 ),L.F.
760-15.71,RMVE CROSSARM PINS (VM5-5 VM5-2),EACH
760-15.72,RMVE SECONDARY METERING (M8),EACH
760-15.73,RMVE UG SRVCE & CONDUIT (2 TO 4/0 TRIPLEX),L.F.
760-15.74,RMVE CONDUCTOR (ALL SIZE COPPER),L.F.
760-15.75,RMVE CONDUCTOR (4 ACSR),L.F.
760-15.76,RMVE CONDUCTOR (2 ACSR),L.F.
760-15.77,RMVE CONDUCTOR (1/0 ACSR),L.F.
760-15.78,RMVE SECONDARY ASSEMBLIES (ALL K & J),EACH
760-15.79,RMVE DOWN GUY & GUY GUARD(ALL E1-),EACH
760-15.80,RMVE ANCHOR (ALL F1-),EACH
760-15.81,RMVE OVERHEAD GUY (ALL E2-),EACH
760-15.82,RMVE SECURITY LIGHT (M26-5),EACH
760-15.83,RMVE TRANSFORMER (10KVA TO 50KVA),EACH
760-15.84,ROCK HOLE DRILL,EACH
770-16.71,REMOVE POLES AND ASSEMBLIES,EACH
771-04.52,REMOVE FARM TAP,EACH
771-10.01,HDD 50mm PE PIPE - UNCONSOLIDATED,m
771-10.02,HDD 100mm PE PIPE - UNCONSOLIDATED,m
771-10.03,50 MM PE Straight Tie-In to 50 MM PE Main,EACH
771-10.04,100 MM PE Straight Tie-In to 150 MM PE Main,EACH
771-10.05,200 MM PE Straight Tie-In to 150 MM PE Main,EACH
771-10.06,50 MM PE Straight Tie-In to 50 MM STL Main,EACH
771-10.08,50mm PE GAS VALVE ASSEMBLY,EACH
771-10.09,50 MM PE Main on New 100 MM PE Main,EACH
771-10.10,100mm PE GAS VALVE ASSEMBLY,EACH
771-10.11,100 MM PE Main on New 100 MM PE Main,EACH
771-10.14,50mm STOPPLES,EACH
771-10.15,100mm STOPPLES,EACH
771-10.16,15mm SERVICE ASSEMBLY,EACH
771-10.17,25mm SERVICE ASSEMBLY,EACH
771-10.18,32mm SERVICE ASSEMBLY,EACH
771-10.19,50mm SERVICE ASSEMBLY,EACH
771-10.20,15mm PE SERVICE PIPE,m
771-10.21,25mm PE SERVICE PIPE,m
771-10.22,32mm PE SERVICE PIPE,m
771-10.23,50mm PE SERVICE PIPE,m
771-10.24,RESTORE ASPHALT,m2
771-10.25,RESTORE CONCRETE,m2
771-10.26,RESTORE GRAVEL,m2
771-10.27,RETIRE IN PLACE 25mm SERV CUT & PLUG,EACH
771-10.28,RET. IN PLACE 32mm SERV CUT & PLUG,EACH
771-10.29,RETIRE IN PLACE 50mm SERV CUT & PLUG,EACH
771-10.30,RETIRE GAS MAIN,LS
771-10.31,CREEK CROSSING #5,LS
771-10.32,CREEK CROSSING #6,LS
771-10.33,SEEDING (WITH MULCH),UNIT
771-10.34,100 MM PE STRAIGHT TIE-IN TO 100 MM PE MAIN,EACH
771-10.35,100 MM PE STRAIGHT TIE-IN TO 100 MM STL MAIN,EACH
771-10.36,100 MM PE STRAIGHT TIE-IN TO 150 MM CI/DI MAIN,EACH
771-10.37,50 MM X 100 MM TEE ON PE MAIN & 3 VALVES,EACH
771-10.38,100 MM X 100 MM TEE ON PE MAIN & 1 VALVE,EACH
771-10.39,100 MM X 50 MM REDUCER,EACH
771-10.40,50MM CUT/PLUG (END CAP),EACH
771-10.41,100MM CUT/PLUG (END CAP),EACH
771-30.32,CONCRETE CURB AND GUTTER,L.F.
771-30.33,CONCRETE SIDEWALK,S.F.
773-12.83,PLACE 1 1/4 IN TRIPLE EYE ANCHOR,EACH
773-12.84,PLACE 35FT POLE,EACH
773-12.85,PLACE 40 FT POLE,EACH
773-12.86,PLACE 45 FT POLE,EACH
773-12.87,PLACE 55 FT POLE,EACH
773-12.88,REMOVE 30 FT POLE,EACH
773-12.89,REMOVE 35 FT POLE,EACH
773-12.90,REMOVE 40 FT POLE,EACH
773-12.91,REMOVE 45 FT POLE,EACH
773-12.92,REMOVE 55 FT POLE,EACH
773-12.93,REMOVE PUSH BRACE,EACH
773-24.44,PLACE ANCHOR 1-1/4 IN TRIPLE EYE,EACH
773-24.45,PLACE WOOD POLE - 45FT CLASS 3,EACH
773-24.46,REMOVE 30FT POLE,EACH
773-24.47,REMOVE 40FT POLE,EACH
773-24.48,REMOVE 12IN PEDESTAL,EACH
773-24.49,PLACE SPLICE PEDESTAL,EACH
773-24.50,PLACE BURIED COPPER CABLE AT 24IN COVER,L.F.
773-25.26,INSTALL 35-2 SYP WOOD POLE,EACH
773-25.27,INSTALL 35-4 SYP WOOD POLE,EACH
773-25.28,INSTALL 3 SLIC SPLICE CASE,EACH
773-25.29,INSTALL 5 SLIC SPLICE CASE,EACH
773-25.30,INSTALL 7 SLIC SPLICE CASE,EACH
773-25.31,INSTALL 9 SLIC SPLICE CASE,EACH
773-25.32,INSTALL AKF25-24(.25M) COMM. CA.,L.F.
773-25.33,INSTALL AKF25-24(10M) COMM. CA.,L.F.
773-25.34,INSTALL AKF50-24(10M) COMM. CA.,L.F.
773-25.35,INSTALL AKF100-24(10M) COMM. CA.,L.F.
773-25.36,INSTALL AKF100-24(E) COMM. CA.,L.F.
773-25.38,INSTALL AKF300-24(10M) COMM. CA.,L.F.
773-25.39,INSTALL AKF400-24(10M) COMM. CA.,L.F.
773-25.40,INSTALL AKF400-26(10M) COMM. CA.,L.F.
773-25.41,INSTALL AKF600-24(10M) COMM. CA.,L.F.
773-25.43,INSTALL BM80 1 INCH RISER GUARD,EACH
773-25.44,INSTALL BM83 SERVICE GUARD,EACH
773-25.45,INSTALL FOSB(A)2 SNOW SHOE,EACH
773-25.46,INSTALL HACO(12) FIBER SPLICE CASE,EACH
773-25.47,INSTALL HACO(24) FIBER SPLICE CASE,EACH
773-25.48,INSTALL HACO(72) FIBER SPLICE CASE,EACH
773-25.50,INSTALL HO1 FIBER CA. SPLICING,EACH
773-25.51,INSTALL PE1-3G DOWN GUY ASSEMBLY,EACH
773-25.52,INSTALL PE2-3G OVHD GUY ASSEMBLY,EACH
773-25.53,INSTALL PF1-5A ANCHOR ASSEMBLY,EACH
773-25.54,INSTALL PF3-5A SCREW IN ANCHOR ASSMBLY,EACH
773-25.55,INSTALL PF5-3A ROCK ANCHOR ASSMBLY,EACH
773-25.56,INSTALL PG31-100(88) LOAD COIL,EACH
773-25.57,INSTALL PG32-12(88) LOAD COIL,EACH
773-25.58,INTALL PM11 GUY GUARD ASSEMBLY,EACH
773-25.59,INSTALL PM2A POLE GRND ASSMBLY,EACH
773-25.60,INSTALL PM52 POLE NUMBER,EACH
773-25.61,INSTALL PM91-25-24-20 CABLE STUB,EACH
773-25.62,INSTALL PM91-50-24-20 CABLE STUB,EACH
773-25.63,INSTALL PM91-200-24-24 CABLE STUB,EACH
773-25.64,INSTALL SEA2-22 AERIAL DROP,L.F.
773-25.65,INSTALL SEB2-22 BURIED DROP,L.F.
773-25.66,INSTALL SEB5-22 BURIED DROP,L.F.
773-25.67,INSTALL UO12 UNDGRD FIBER CABLE,L.F.
773-25.68,INSTALL YFD12-SMDE(10M) FIBER CA.,L.F.
773-25.69,INSTALL YFD12-SMDE(E) FIBER CA.,L.F.
773-25.70,INSTALL YFD12-SMDE LOOP FIBER CA.,L.F.
773-25.71,INSTALL YFD24-SMDE(.25M) FIBER CA.,L.F.
773-25.72,INSTALL YFD24-SMDE LOOP FIBER CA.,L.F.
773-25.73,INSTALL YFD72-SMDE(10M) FIBER CA.,L.F.
773-25.74,INSTALL YFD72-SMDE LOOP FIBER CA.,L.F.
773-25.75,REARRANGE EXISTING BURIED CA.,EACH
773-25.76,REARRANGE CABLE STRAIGHT LINE POLE,EACH
773-25.77,REARRANGE CABLE ANGLE POLE,EACH
773-25.78,REARRANGE COMM. CABLE,L.F.
773-25.79,REARRANGE COMM. CA. SPLICING,EACH
773-25.80,REARRANGE FIBER CA. SPLICING,EACH
773-25.81,REARRANGE COMM. SPLICE CASE,EACH
773-25.82,REARRANGE PM4 CABLE ARM,EACH
773-25.83,REARRANGE AERIAL DROP WIRE,EACH
773-25.84,REARRANGE RISER GUARD,EACH
773-25.85,REARRANGE WIRE TERMINAL,EACH
773-25.86,REMOVE COMM. CABLE,L.F.
773-25.87,REMOVE DISTRIBUTION WIRE,L.F.
773-25.88,REMOVE COMM. SPLICE CASE,EACH
773-25.89,REMOVE GUY ASSEMBLY,EACH
773-25.90,REMOVE ANCHOR ASSEMBLY,EACH
773-25.91,REMOVE PM4 CROSS ARM,EACH
773-25.92,REMOVE SYP POLE,EACH
773-25.93,REMOVE AERIAL DROP,EACH
773-25.94,REMOVE RISER GUARD,EACH
773-25.95,REMOVE WIRE TERMINAL,EACH
773-25.96,INSTALL AKFS104-24(10M) COMM. CA.,L.F.
773-25.97,INSTALL AKF200-24(10M) COMM. CA.,L.F.
773-25.98,INSTALL HC3 COMM. CA. SPLICING,EACH
773-26.42,45-3    45 FOOT CLASS 3    WOOD POLE  (SPEC A45-3),EACH
773-26.43,55-2    55 FOOT CLASS 2    WOOD POLE (SPEC A55-2),EACH
773-26.44,CO(36)E    36 FIBER LASHED TO EXISTING STRAND,L.F.
773-26.45,CW12-24(10M)    AERIAL FILLED CABLE     10M STRAND,L.F.
773-26.46,CW25-24(10M)    AERIAL FILLED CABLE    10M STRAND,L.F.
773-26.47,CW100-24(10M)    AERIAL FILLED CABLE    10M STRAND,L.F.
773-26.48,HAC(12-24)    AERIAL NONFILLED CLOSURE,EACH
773-26.49,HAC(50-24)    AERIAL NONFILLED CLOSURE,EACH
773-26.50,HAC(100-24)    AERIAL NONFILLED CLOSURE,EACH
773-26.51,HACO(36)    AERIAL NONFILLED FIBER OPTIC CLOSURE,EACH
773-26.52,HAFO  SB    FIBER OPTIC SNOW SHOE (SPEC PM92),EACH
773-26.53,PE1-3G    10M STRAND DOWN GUY,EACH
773-26.54,PF1-5A    EXPANDING ANCHOR ANCHOR,EACH
773-26.55,PM52-1   POLE NUMBER (SPEC PM52),EACH
773-26.56,PM11   GUY GUARD,EACH
773-26.57,PM2A   GROUND WIRE ELECTRIC NEUTRAL,EACH
773-26.58,SEA2-22    AERIAL TWO PAIR DROP,L.F.
773-26.59,WPE TRANSFER OR TIGHTEN EXISTING DOWN GUY,EACH
773-26.60,WC    RELASHING EXISTING AERIAL CABLE STRAND,L.F.
773-26.61,WC1    REMOVE & REATTACH AERIAL CABLE,EACH
773-26.62,WC2    SAME AS WC1  ON ANGLE/DEAD-END POLE,EACH
773-26.63,WHC    RE-TERMINATE ONE EXISTING CABLE SPLICE,EACH
773-26.64,WSEA    REARRANGE ONE EXISTING AERIAL DROP,EACH
773-26.65,WHO    RE-TERMINATE ONE FIBER FUSION SPLICE,EACH
773-26.66,XX   POLE    REMOVE ANY SIZE WOOD POLE,EACH
773-26.67,XXCA    REMOVE ANY SIZE AERIAL CABLE/STRAND,L.F.
773-26.68,XXDW    REMOVE ANY SIZE DISTRIBUTION WIRE,L.F.
773-26.69,XXPE   REMOVE ANY SIZE DOWN OR OVERHEAD GUY,EACH
773-26.70,XXPF    REMOVE ANY SIZE OR TYPE OF ANCHOR ROD,EACH
773-26.71,XXSEA    REMOVE ANY SIZE AERIAL DROP,EACH
775-01.18,600mm STEEL CASING PIPE OPEN CUT METHOD,m
775-01.19,400mm DIP SLIP JOINT WATER LINE,m
775-02.01,150mm DIP SLIP JOINT WATER LINE,m
775-02.02,200mm DIP SLIP JOINT WATER LINE,m
775-02.03,200mm Water Line Under Pavement,m
775-02.04,300mm DIP SLIP JOINT WATER LINE,m
775-02.05,50mm HDPE WATER LINE,m
775-02.06,50mm Water Line Under Pavement,m
775-02.07,150mm HDPE WATER LINE,m
775-02.08,BORE/JACK 400mm STEEL CASING PIPE-UNCON.,m
775-02.09,CONNECT TO 50mm WATER LINE,EACH
775-02.10,CONNECT TO 150mm WATER LINE,EACH
775-02.11,CONNECT TO 200mm WATER LINE,EACH
775-02.12,CONNECT TO 400mm WATER LINE,EACH
775-02.13,50mm GATE VALVE ASSEMBLY,EACH
775-02.14,150mm GATE VALVE ASSEMBLY,EACH
775-02.15,200mm GATE VALVE ASSEMBLY,EACH
775-02.16,300mm GATE VALVE ASSEMBLY,EACH
775-02.17,20mm WATER SERVICE METER ASSEMBLY,EACH
775-02.18,25mm WATER SERVICE METER ASSEMBLY,EACH
775-02.19,40mm WATER SERVICE METER ASSEMBLY,EACH
775-02.20,50mm WATER SERVICE METER ASSEMBLY,EACH
775-02.21,100mm WATER SERVICE METER ASSEMBLY,EACH
