contract_number,work_type,project_description,county,Proposal ID,Category Description,Primary County,Letting Date,tdot_work_type,match
CNP086,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"BENTON, CARROLL, DYER, FAYETTE, SHELBY, AND WEAKLEY",CNP086,MAINTENANCE,BENTON,20150213,Maintenance,False
CNT046,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"CLAY, CUMBERLAND, DEKALB, FENTRESS, JACKSON, OVERTON, PICKETT, PUTNAM, AND WHITE",CNT046,MAINTENANCE,CLAY,20190208,Maintenance,False
CNN035,Pavement Marking,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,"BEDFORD, CHEATHAM, DICKSON, GILES, HICKMAN, HOUSTON, LAWRENCE, LINCOLN, MACON, MARSHALL, MAURY, MOORE,
PERRY, ROBERTSON, RUTHERFORD, STEWART, SUMNER, TROUSDALE, WAYNE, WILLIAMSON, AND WILSON",CNN035,MAINTENANCE,BEDFORD,20140214,Maintenance,False
CNP235,Resurfacing,THE RESURFACING ON U.S. 31A (S.R. 11) FROM ELYSIAN FIELDS ROAD (L.M. 7.52) TO WINGROVE STREET (L.M. 11.36).,DAVIDSON,CNP235,ROADWAY,DAVIDSON,20150828,Roadway,True
CNP263,Resurfacing,THE RESURFACING ON S.R. 13 FROM NORTH OF BROWN HOLLOW LANE (L.M. 26.00) TO THE HOUSTON COUNTY LINE (L.M. 31.42).,HUMPHREYS,CNP263,ROADWAY,HUMPHREYS,20150828,Roadway,True
CNX126,Resurfacing,THE RESURFACING ON BEECH ROAD IN STANDING STONE STATE PARK FROM S.R. 136 (L.M. 0.00) TO NEAR WALNUT LANE (L.M. 3.22).,OVERTON,CNX126,ROADWAY,OVERTON,20230331,Roadway,True
CNS937,Resurfacing,THE RESURFACING ON U.S. 421 (S.R. 34) FROM NEAR THE HOLSTON RIVER BRIDGE (L.M. 28.28) TO THE JOHNSON COUNTY LINE (L.M. 35.60).,SULLIVAN,CNS937,ROADWAY,SULLIVAN,20180511,Roadway,True
CNX136,Resurfacing,"THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 236 FROM TOBACCO ROAD (L.M. 1.37) TO NEEDMORE ROAD (L.M. 4.94), INCLUDING RESURFACING.",MONTGOMERY,CNX136,ROADWAY,MONTGOMERY,20230331,Roadway,True
CNP153,Resurfacing,THE RESURFACING ON U.S. 70 (S.R. 1) FROM EAST OF THE BRIDGE OVER RENFRO CREEK (L.M. 28.02) TO WEST OF THE BRIDGE OVER PINEY CREEK (L.M. 34.15).,CUMBERLAND,CNP153,ROADWAY,CUMBERLAND,20150828,Roadway,True
CNS220,Resurfacing,THE RESURFACING ON U.S. 25W (S.R. 9) FROM NEAR LYNNWOOD STREET (L.M. 12.00) TO THE KNOX COUNTY LINE (L.M. 17.94).,ANDERSON,CNS220,ROADWAY,ANDERSON,20180511,Roadway,True
CNX083,Resurfacing,THE RESURFACING ON S.R. 329 FROM NEAR S.R. 62 (L.M. 0.00) TO NEAR U.S. 27 (S.R. 29) (L.M. 9.71).,MORGAN,CNX083,"ROADWAY, ROADWAY ALTERNATE AA2",MORGAN,20230331,Roadway,True
CNS238,Resurfacing,"THE RESURFACING ON U.S. 64BP (U.S. 74, S.R. 311) FROM EAST OF GOLDSTAR DRIVE (L.M. 3.08) TO EAST OF MCGRADY DRIVE (L.M. 5.00), INCLUDING BRIDGE DECK REPAIR.",BRADLEY,CNS238,"BRIDGE, ROADWAY",BRADLEY,20180817,Roadway+Bridge,False
CNS181,Resurfacing,THE RESURFACING ON S.R. 73 FROM S.R. 337 (L.M. 29.84) TO THE SEVIER COUNTY LINE (L.M. 33.71).,BLOUNT,CNS181,ROADWAY,BLOUNT,20180511,Roadway,True
CNS170,Resurfacing,THE RESURFACING ON S.R. 72 AND U.S. 129 (S.R. 115) IN BLOUNT AND MONROE COUNTIES.,BLOUNT AND MONROE,CNS170,"BOX BRIDGE, ROADWAY",BLOUNT,20180511,Roadway+Bridge,False
CNS175,Resurfacing,THE RESURFACING ON S.R. 60 FROM THE GEORGIA STATE LINE (L.M. 0.00) TO NORTH OF HELMS LANE SE (L.M. 3.85).,BRADLEY,CNS175,ROADWAY,BRADLEY,20180511,Roadway,True
CNS160,Resurfacing,THE RESURFACING ON U.S. 25W (S.R. 9) FROM NEAR S.R. 63 (L.M. 24.08) TO NEAR CUMBERLAND LANE (L.M. 28.70).,CAMPBELL,CNS160,ROADWAY,CAMPBELL,20180511,Roadway,True
CNP919,Resurfacing,THE RESURFACING ON S.R. 88 FROM S.R. 180 (L.M. 19.04) TO THE CROCKETT COUNTY LINE (L.M. 22.93).,LAUDERDALE,CNP919,ROADWAY,LAUDERDALE,20150828,Roadway,True
CNS210,Resurfacing,THE RESURFACING ON S.R. 63 FROM EAST OF IMPERIAL HEIGHTS ROAD (L.M. 8.49) TO WEST OF CALHOUN ROAD (L.M. 12.50).,CAMPBELL,CNS210,ROADWAY,CAMPBELL,20180511,Roadway,True
CNS940,Resurfacing,THE RESURFACING ON S.R. 290 FROM S.R. 53 (L.M. 0.00) TO S.R. 56 (L.M. 10.60).,JACKSON,CNS940,ROADWAY,JACKSON,20180622,Roadway,True
CNX087,Resurfacing,THE RESURFACING ON S.R. 438 FROM U.S. 412 (S.R. 20) (L.M. 0.00) TO EAST OF THE BRIDGE OVER SPRING CREEK (L.M. 6.00).,PERRY,CNX087,ROADWAY,PERRY,20230331,Roadway,True
CNX298,Resurfacing,THE RESURFACING ON I-40 FROM NEAR THE WOLF RIVER (L.M. 14.73) TO NEAR SYCAMORE VIEW ROAD (L.M. 16.13).,SHELBY,CNX298,ROADWAY,SHELBY,20230818,Roadway,True
CNX128,Resurfacing,"THE RESURFACING ON S.R. 111 FROM NORTH OF SOUTH JEFFERSON AVENUE (L.M. 2.03) TO NEAR U.S. 70N (S.R. 24) (L.M. 5.27), INCLUDING BRIDGE EXPANSION JOINT REPAIR.",PUTNAM,CNX128,"BRIDGE, ROADWAY",PUTNAM,20230331,Roadway+Bridge,False
CNP233,Resurfacing,THE RESURFACING ON U.S. 41 (S.R. 11) FROM SOUTH OF BILL BAGGETT ROAD (L.M. 19.76) TO NORTH OF THE RED RIVER BRIDGE (L.M. 25.00).,ROBERTSON,CNP233,ROADWAY,ROBERTSON,20150828,Roadway,True
CNX167,Resurfacing,"THE RESURFACING ON S.R. 252 FROM NORTH OF RAINTREE PARKWAY (L.M. 7.77) TO NEAR U.S. 31 (S.R. 6, FRANKLIN ROAD) (L.M. 13.33).",WILLIAMSON,CNX167,ROADWAY,WILLIAMSON,20230512,Roadway,True
CNX201,Resurfacing,THE RESURFACING ON S.R. 46 FROM THE NATCHEZ TRACE PARKWAY (L.M. 12.00) TO GREEN CHAPEL ROAD (L.M. 19.32).,WILLIAMSON,CNX201,ROADWAY,WILLIAMSON,20230512,Roadway,True
CNP255,Resurfacing,"THE RESURFACING ON S.R. 46 FROM SOUTH OF MOORE ROAD TO GREEN CHAPEL ROAD, AND ON S.R. 100 FROM EAST OF DEER RIDGE ROAD TO EAST OF PLANTERS ROAD.",WILLIAMSON,CNP255,"BRIDGE, ROADWAY",WILLIAMSON,20150828,Roadway+Bridge,False
CNX197,Resurfacing,THE RESURFACING ON S.R. 126 FROM NEAR THE BLOUNTVILLE BY-PASS (L.M. 16.48) TO U.S. 11W (S.R. 1) (L.M. 23.36).,SULLIVAN,CNX197,"ROADWAY, ROADWAY ALTERNATE AA2",SULLIVAN,20230512,Roadway,True
CNP241,Resurfacing,"THE RESURFACING ON S.R. 75 FROM U.S. 11E (U.S. 321, S.R. 34) (L.M. 0.00) TO SOUTH OF BOONESBORO ROAD (L.M. 13.05).",WASHINGTON,CNP241,ROADWAY,WASHINGTON,20150828,Roadway,True
CNX156,Resurfacing,THE RESURFACING ON S.R. 8 FROM NEAR S.R. 111 (L.M. 30.11) TO THE VAN BUREN COUNTY LINE (L.M. 33.45).,SEQUATCHIE,CNX156,ROADWAY,SEQUATCHIE,20230512,Roadway,True
CNS936,Resurfacing,"96(54),75011-3243-94,75011-8243-14 THE RESURFACING ON U.S. 231 (S.R. 10) FROM S.R. 268 (L.M. 17.90) TO THE WILSON COUNTY LINE (L.M. 24.97), INCLUDING BRIDGE DECK REPAIR AND ON S.R. 96 FROM MIDDLE TENNESSEE BOULEVARD (L.M. 12.72) TO S.R. 268 (L.M. 16.73).",RUTHERFORD,CNS936,"BOX BRIDGE, ROADWAY",RUTHERFORD,20180511,Roadway+Bridge,False
CNP161,Resurfacing,THE RESURFACING ON U.S. 70S (S.R. 1) FROM S.R. 55 (L.M. 10.69) TO WEST OF THE BRIDGE OVER THE COLLINS RIVER (L.M. 14.90) IN MCMINNVILLE.,WARREN,CNP161,ROADWAY,WARREN,20150828,Roadway,True
CNX161,Resurfacing,THE RESURFACING ON S.R. 257 FROM S.R. 49 (L.M. 0.00) TO NEW CUT ROAD (L.M. 5.80).,ROBERTSON,CNX161,ROADWAY,ROBERTSON,20230512,Roadway,True
CNX199,Resurfacing,THE RESURFACING ON U.S. 27 (S.R. 61) FROM NEAR U.S. 70 (S.R. 1) (L.M. 0.00) TO NEAR I-40 (L.M. 5.29).,ROANE,CNX199,"ROADWAY, ROADWAY ALTERNATE AA2",ROANE,20230512,Roadway,True
CNX180,Resurfacing,"294(7),67S294-F8-002 THE RESURFACING ON S.R. 111 FROM S.R. 294 TO SOUTH OF TWIN OAKS ROAD, ON S.R. 52 FROM ROBERTS STREET TO EAST OF S.R. 294 AND ON S.R. 294 FROM S.R. 52 TO S.R. 111.",OVERTON,CNX180,ROADWAY,OVERTON,20230512,Roadway,True
CNS938,Resurfacing,THE RESURFACING ON S.R. 228 FROM BEECH CREEK ROAD (L.M. 5.00) TO S.R. 13 (L.M. 11.10).,WAYNE,CNS938,ROADWAY,WAYNE,20180511,Roadway,True
CNX154,Resurfacing,THE RESURFACING ON S.R. 149 FROM THE STEWART COUNTY LINE (L.M. 0.00) TO EAST OF JARMAN HOLLOW ROAD (L.M. 7.33).,MONTGOMERY,CNX154,ROADWAY,MONTGOMERY,20230512,Roadway,True
CNS925,Resurfacing,THE MISCELLANEOUS SAFETY IMPROVEMENTS INCLUDING PAVING ON I-40 FROM NEAR M.M. 341 (L.M. 0.75) TO NEAR M.M. 342 (L.M. 1.46).,ROANE,CNS925,ROADWAY,ROANE,20180511,Roadway,True
CNS935,Resurfacing,"THE IMPROVEMENT OF THE INTERSECTION ON U.S. 27 (S.R. 29) AT CAWOOD ROAD (L.M. 27.27), AND RESURFACING FROM SOUTH OF VANNS CREEK ROAD/HOYAL ROAD (L.M. 23.40) TO NORTH OF HASKEL ROAD (L.M. 25.30).",RHEA,CNS935,ROADWAY,RHEA,20180511,Roadway,True
CNS932,Resurfacing,THE RESURFACING ON S.R. 399 FROM S.R. 108 (L.M. 0.00) TO THE SEQUATCHIE COUNTY LINE (L.M. 4.78).,GRUNDY,CNS932,ROADWAY,GRUNDY,20180511,Roadway,True
CNS235,Resurfacing,"94,49008-8250-14 THE RESURFACING ON S.R. 88 FROM WEST OF KEY CORNER ROAD TO NEAR EDITH-NANKIPOO ROAD AND ON S.R. 209 FROM FOODSTORE ROAD TO S.R. 180.",LAUDERDALE,CNS235,ROADWAY,LAUDERDALE,20180817,Roadway,True
CNS929,Resurfacing,THE RESURFACING ON U.S. 11 (S.R. 2) FROM NEAR ANATOLE LANE (L.M. 15.15) TO SOUTH OF OLD HIGHWAY 11 (L.M. 18.20).,BRADLEY,CNS929,ROADWAY,BRADLEY,20180511,Roadway,True
CNP254,Resurfacing,THE RESURFACING ON S.R. 25 FROM U.S. 431 (S.R. 65) (L.M. 4.00) TO S.R. 49 (L.M. 6.96).,ROBERTSON,CNP254,ROADWAY,ROBERTSON,20150828,Roadway,True
CNX023,Resurfacing,"THE RESURFACING ON S.R. 45 (OLD HICKORY BOULEVARD) FROM S.R. 65 (WHITES CREEK PIKE) (L.M. 0.00) TO U.S. 41 (U.S. 31W, S.R. 11, DICKERSON PIKE) (L.M. 4.70).",DAVIDSON,CNX023,ROADWAY,DAVIDSON,20230210,Roadway,True
CNP231,Resurfacing,"THE RESURFACING ON S.R. 209 FROM SOUTH OF HURRICANE HILL ROAD (L.M. 3.74) TO TUCKER AVENUE (L.M. 6.55), AND ON SOUTH MAIN STREET FROM HIGHLAND AVENUE TO WASHINGTON STREET.",LAUDERDALE,CNP231,ROADWAY,LAUDERDALE,20150828,Roadway,True
CNS941,Resurfacing,"94,71009-8220-14 THE RESURFACING ON S.R. 62 FROM EAST OF MEADOW CREEK BRIDGE (L.M. 5.28) TO THE FENTRESS COUNTY LINE (L.M. 10.40) AND ON S.R. 84 FROM THE WHITE COUNTY LINE (L.M. 0.00) TO NORTH OF HENRY CEMETERY ROAD (L.M. 6.11).",PUTNAM,CNS941,ROADWAY,PUTNAM,20180622,Roadway,True
CNS924,Resurfacing,"THE RESURFACING ON S.R. 239, S.R. 89, S.R. 54 AND S.R 118.",WEAKLEY,CNS924,ROADWAY,WEAKLEY,20180511,Roadway,True
CNN245,Resurfacing,THE RESURFACING ON U.S. 64 (S.R. 15) FROM OLD HIGHWAY 64 (L.M. 14.89) TO HURRICANE CREEK (L.M. 15.51).,WAYNE,CNN245,ROADWAY,WAYNE,20140711,Roadway,True
CNX178,Resurfacing,THE RESURFACING ON S.R. 57 FROM THE HARDEMAN COUNTY LINE (L.M. 0.00) TO WEST OF LUTHER INGLE ROAD (L.M. 12.00).,MCNAIRY,CNX178,ROADWAY,MCNAIRY,20230512,Roadway,True
CNS939,Resurfacing,"94,25005-8226-14,STP-85(28),67006-8230-14 THE RESURFACING IN OVERTON COUNTY ON S.R. 164 FROM SOUTH OF ROGER NORROD LANE TO S.R. 85, AND ON S.R. 85 FROM WEST OF S.R. 164 TO WEST OF OLD GRIMSLEY ROAD IN FENTRESS COUNTY.",FENTRESS AND OVERTON,CNS939,ROADWAY,FENTRESS,20180622,Roadway,True
CNX269,Resurfacing,THE RESURFACING ON U.S. 64 (S.R. 15) FROM NEAR THE TENNESSEE RIVER BRIDGE (L.M. 6.73) TO S.R. 128 (L.M. 7.46) AND ON S.R. 69 FROM NEAR FREEWILL LANE (L.M. 20.61) TO U.S. 64 (S.R. 15) (L.M. 22.62).,HARDIN,CNX269,ROADWAY,HARDIN,20230602,Roadway,True
CNX216,Resurfacing,"THE RESURFACING ON S.R. 54 FROM NEAR S.R. 218 (L.M. 8.80) TO NEAR RUFF STREET (L.M. 11.25), INCLUDING BRIDGE EXPANSION JOINT REPAIR.",HENRY,CNX216,"BRIDGE, ROADWAY",HENRY,20230602,Roadway+Bridge,False
CNX134,Resurfacing,"THE RESURFACING ON S.R. 113 FROM U.S. 25W (U.S 70, S.R. 9) (L.M. 0.00) TO U.S. 25E (S.R. 32) (L.M. 6.30).",JEFFERSON,CNX134,"ROADWAY, ROADWAY ALTERNATE AA2",JEFFERSON,20230602,Roadway,True
CNS329,Resurfacing,"THE RESURFACING ON I-24 FROM THE DAVIDSON COUNTY LINE (L.M. 0.00) TO NEAR ROCKY FORK ROAD (L.M. 5.20), INCLUDING BRIDGE DECK REPAIR.",RUTHERFORD,CNS329,"BRIDGE, ROADWAY",RUTHERFORD,20181207,Roadway+Bridge,False
CNX217,Resurfacing,"1(476),57S001-F3-002,57S001-F8-002 THE RESURFACING ON U.S. 412 (S.R. 20) FROM NEAR I-40 TO U.S. 70 (S.R. 1) INCLUDING BRIDGE EXPANSION JOINT REPAIR AND THIN EPOXY OVERLAY, AND ON U.S. 70 (S.R. 1) FROM NEAR MOBILE STREET TO WHITEHALL STREET.",MADISON,CNX217,"BRIDGE, ROADWAY",MADISON,20230602,Roadway+Bridge,False
CNP292,Resurfacing,"THE RESURFACING ON I-81 FROM THE HAMBLEN COUNTY LINE (L.M. 0.00) TO NORTH OF U.S. 11E (S.R. 34) (L.M. 6.00), INCLUDING BRIDGE DECK REPAIR.",GREENE,CNP292,"BRIDGE, ROADWAY",GREENE,20151204,Roadway+Bridge,False
CNS343,Resurfacing,"THE RESURFACING ON I-40 FROM THE CUMBERLAND COUNTY LINE (L.M. 0.00) TO S.R. 61 (L.M. 7.28), INCLUDING BRIDGE DECK REPAIR.",ROANE,CNS343,"BOX BRIDGE, ROADWAY",ROANE,20181207,Roadway+Bridge,False
CNX268,Resurfacing,THE RESURFACING ON U.S. 64 (S.R. 15) FROM NEAR SANDY FLAT ROAD (L.M. 5.03) TO NEAR WESTWOOD CIRCLE (L.M. 10.00).,MCNAIRY,CNX268,ROADWAY,MCNAIRY,20230602,Roadway,True
CNX095,Resurfacing,"62S068-M8-004,n/a,62S307-M8-002,STP/HSIP-2(273),62003-3225-94,62003- 8225-14 THE RESURFACING ON U.S. 11 (S.R. 2) FROM THE MCMINN COUNTY LINE TO NEAR S.R. 322, ON S.R. 307 FROM THE MCMINN COUNTY LINE TO S.R. 68 AND ON S.R. 68 FROM NEAR U.S. 11 (S.R. 2) TO NEAR AVALON DRIVE.",MONROE,CNX095,"ROADWAY, ROADWAY ALTERNATE AA2",MONROE,20230602,Roadway,True
CNX032,Resurfacing,THE RESURFACING ON U.S. 11W (S.R. 1) FROM NEAR THE BRIDGE OVER CLOUDS CREEK (L.M. 10.29) TO NEAR WEST MAIN STREET (L.M. 14.92).,HAWKINS,CNX032,ROADWAY,HAWKINS,20230210,Roadway,True
CNP285,Resurfacing,"THE RESURFACING ON I-24 FROM THE I-65 SPLIT TO WEST OF SPRING STREET, AND ON I-65 FROM THE CUMBERLAND RIVER BRIDGE TO TRINITY LANE, INCLUDING BRIDGE DECK REPAIR.",DAVIDSON,CNP285,"BRIDGE, ROADWAY",DAVIDSON,20151204,Roadway+Bridge,False
CNX081,Resurfacing,THE RESURFACING ON U.S. 41A (S.R. 16) FROM EVANS STREET (L.M. 18.62) TO S.R. 64 (L.M. 21.58).,BEDFORD,CNX081,ROADWAY,BEDFORD,20230512,Roadway,True
CNS361,Resurfacing,"THE RESURFACING ON I-55 FROM THE MISSISSIPPI STATE LINE (L.M. 0.00) TO MILLBRANCH ROAD (L.M. 3.56), INCLUDING BRIDGE DECK REPAIR.",SHELBY,CNS361,"BRIDGE, ROADWAY",SHELBY,20181207,Roadway+Bridge,False
CNP299,Resurfacing,"THE RESURFACING ON I-40 FROM THE OBED RIVER (L.M. 13.54) TO EAST OF S.R. 101 (L.M. 18.05), INCLUDING BRIDGE DECK REPAIR.",CUMBERLAND,CNP299,"BRIDGE, ROADWAY",CUMBERLAND,20151204,Roadway+Bridge,False
CNS344,Resurfacing,"THE RESURFACING ON I-40 FROM THE HERNANDO DESOTO BRIDGE (L.M. 1.10) TO NEAR THE WOLF RIVER BRIDGE (L.M. 4.95), INCLUDING BRIDGE DECK REPAIR.",SHELBY,CNS344,"BRIDGE, ROADWAY",SHELBY,20181207,Roadway+Bridge,False
CNN081,Resurfacing,THE RESURFACING ON U.S. 321 (S.R. 159) FROM S.R. 67 (L.M. 0.00) TO EAST OF POGA ROAD (L.M. 7.80).,CARTER,CNN081,ROADWAY,CARTER,20140214,Roadway,True
CNS328,Resurfacing,"THE RESURFACING ON I-40 WEST BOUND FROM FALLING WATER RIVER (L.M. 23.96) TO THE RAMP FROM U.S. 70N (S.R. 24) (L.M. 33.33), INCLUDING BRIDGE DECK REPAIR.",PUTNAM,CNS328,"BRIDGE, ROADWAY",PUTNAM,20181207,Roadway+Bridge,False
CNS330,Resurfacing,THE RESURFACING ON I-75 FROM NORTH OF COUNTY ROAD 267 (L.M. 20.42) TO THE MONROE COUNTY LINE (L.M. 25.00).,MCMINN,CNS330,ROADWAY,MCMINN,20181207,Roadway,True
CNX084,Resurfacing,"002,05S162-F8-002 THE RESURFACING ON S.R. 162 FROM NEAR U.S. 129 (S.R. 115) (L.M. 0.00) TO NEAR S.R. 33 (L.M. 2.54) AND ON S.R. 335 FROM S.R. 334 (L.M. 6.33) TO S.R. 33 (L.M. 10.49).",BLOUNT,CNX084,"ROADWAY, ROADWAY ALTERNATE AA2",BLOUNT,20230602,Roadway,True
CNX132,Resurfacing,"40(43),06006-3235-94,06006-8235-14,STP/HSIP-74(12),06010-3229-94,06S074- F8-002,STP-NH/HSIP-311(33),06007-3246-94,06S311-F8-002 THE RESURFACING ON U.S. 11 (U.S. 64, S.R. 2), U.S. 64 (S.R. 40), S.R. 74 AND S.R. 311.",BRADLEY,CNX132,"BRIDGE, ROADWAY",BRADLEY,20230602,Roadway+Bridge,False
CNX055,Resurfacing,THE RESURFACING ON S.R. 22 FROM CATES LANDING ROAD (L.M. 4.20) TO THE KENTUCKY STATE LINE (L.M. 10.08).,LAKE,CNX055,ROADWAY,LAKE,20230210,Roadway,True
CNP297,Resurfacing,"THE RESURFACING ON I-65 FROM NORTH OF S.R. 99 (L.M. 11.04) TO THE WILLIAMSON COUNTY LINE (L.M. 17.68), INCLUDING BRIDGE DECK REPAIR.",MAURY,CNP297,"BOX BRIDGE, ROADWAY",MAURY,20151204,Roadway+Bridge,False
CNX162,Resurfacing,THE RESURFACING ON S.R. 297 FROM NEAR ELK FORK ROAD (L.M. 5.47) TO NEAR LOWWOOD LANE (L.M. 11.54).,CAMPBELL,CNX162,"ROADWAY, ROADWAY ALTERNATE AA2",CAMPBELL,20230602,Roadway,True
CNX067,Resurfacing,"THE MISCELLANEOUS SAFETY IMPROVEMENTS ON S.R. 56 FROM WARD ROAD (L.M. 5.16) TO NEAR PAP JOHNSON CIRCLE (L.M. 6.30) AND FROM NEAR OLD FIELD DRIVE (L.M. 9.90) TO NEAR S.R. 53 (L.M. 10.93), INCLUDING RESURFACING.",JACKSON,CNX067,ROADWAY,JACKSON,20230210,Roadway,True
CNS362,Resurfacing,"3(182),47006-8167-44 THE RESURFACING ON I-75 FROM I-640 (L.M. 3.60) TO NEAR S.R. 131 (L.M. 8.70), INCLUDING BRIDGE DECK REPAIR.",KNOX,CNS362,"BRIDGE, ROADWAY",KNOX,20181207,Roadway+Bridge,False
CNX196,Resurfacing,"THE RESURFACING ON S.R. 70 FROM NEAR ALLEN BRIDGE ROAD (L.M. 9.98) TO U.S. 11E (U.S. 321, S.R. 34) (L.M. 16.47).",GREENE,CNX196,"ROADWAY, ROADWAY ALTERNATE AA2",GREENE,20230602,Roadway,True
CNN024,Resurfacing,"THE RESURFACING ON U.S. 31W (U.S. 41, S.R. 11) FROM DRY CREEK ROAD (L.M. 22.20) TO THE CSX RAILROAD (L.M. 24.95).",DAVIDSON,CNN024,ROADWAY,DAVIDSON,20140214,Roadway,True
CNX007,Resurfacing,"3(181),43I040-F8-002 THE RESURFACING ON I-40 FROM THE BENTON COUNTY LINE (L.M. 0.00) IN HUMPHREYS COUNTY TO EAST OF THE DUCK RIVER BRIDGE (L.M. 1.21) IN HICKMAN COUNTY, INCLUDING BRIDGE DECK, EXPANSION JOINT, AND CONCRETE REPAIR.",HICKMAN AND HUMPHREYS,CNX007,"BRIDGE, ROADWAY, ROADWAY ALTERNATE AA1",HUMPHREYS,20230210,Roadway+Bridge,False
CNX169,Resurfacing,THE RESURFACING ON S.R. 348 FROM S.R. 340 (L.M. 0.00) TO U.S. 11E (S.R. 34) (L.M. 12.07) AND S.R. 340 FROM THE GREENE COUNTY LINE (L.M. 0.00) TO S.R. 113 (SILVER CITY ROAD) (L.M. 2.26).,GREENE AND HAMBLEN,CNX169,"ROADWAY, ROADWAY ALTERNATE AA2",GREENE,20230602,Roadway,True
CNN013,Resurfacing,THE RESURFACING (THIN MIX OVERLAY) ON S.R. 298 FROM WEST OF ROY MCCOY ROAD (L.M. 12.38) TO THE MORGAN COUNTY LINE (L.M. 18.31).,CUMBERLAND,CNN013,ROADWAY,CUMBERLAND,20140214,Roadway,True
CNX082,Resurfacing,"THE RESURFACING ON U.S. 70S (S.R. 1) FROM WEST OF MURRAY-KITTRELL ROAD (L.M. 24.80) TO THE CANNON COUNTY LINE (L.M. 29.66), INCLUDING BRIDGE DECK REPAIR AND THIN EPOXY OVERLAY.",RUTHERFORD,CNX082,"BRIDGE, ROADWAY",RUTHERFORD,20230331,Roadway+Bridge,False
CNX193,Resurfacing,"125(23),35S125-F3-004,35S125-F8-004,35S125-M3-005,STP-57(77),35005-8252- 14 THE RESURFACING ON S.R. 125 FROM S.R. 57 (L.M. 3.21) TO S.R. 18 (L.M. 19.73), INCLUDING BRIDGE EXPANSION JOINT REPAIRS AND THIN EPOXY OVERLAY, AND ON S.R. 57 FROM L.M. 11.24 TO L.M. 11.38.",HARDEMAN,CNX193,"BRIDGE, ROADWAY",HARDEMAN,20230602,Roadway+Bridge,False
CNP293,Resurfacing,"THE RESURFACING ON I-40 FROM EAST OF PAPERMILL ROAD (L.M. 14.25) TO EAST OF THE I-75 RAMP (L.M. 16.10), INCLUDING BRIDGE DECK REPAIR.",KNOX,CNP293,"BRIDGE, ROADWAY",KNOX,20151204,Roadway+Bridge,False
CNX104,Resurfacing,THE RESURFACING ON S.R. 96 FROM CAROL DRIVE (L.M. 6.45) TO NEAR I-24 (L.M. 9.50).,RUTHERFORD,CNX104,ROADWAY,RUTHERFORD,20230331,Roadway,True
CNP278,Resurfacing,THE RESURFACING ON I-75 FROM NORTH OF HOOVER GAP ROAD OVERHEAD BRIDGES IN BRADLEY COUNTY (L.M. 15.35) TO SOUTH OF THE BRIDGE OVER COUNTY ROAD 50 IN MCMINN COUNTY (L.M. 4.03).,BRADLEY AND MCMINN,CNP278,"BRIDGE, ROADWAY",BRADLEY,20151204,Roadway+Bridge,False
CNX172,Resurfacing,THE RESURFACING ON S.R. 130 FROM EAST OF LITTLE FLAT CREEK (L.M. 17.00) IN BEDFORD COUNTY TO THE COFFEE COUNTY LINE (L.M. 2.86) IN MOORE COUNTY.,BEDFORD AND MOORE,CNX172,ROADWAY,BEDFORD,20230512,Roadway,True
CNS331,Resurfacing,THE RESURFACING ON I-65 FROM NEAR LIBERTY PIKE (L.M. 13.37) TO SOUTH OF CONCORD ROAD (L.M. 17.50).,WILLIAMSON,CNS331,ROADWAY,WILLIAMSON,20181207,Roadway,True
CNS239,Resurfacing,THE RESURFACING ON S.R. 52 FROM EAST OF THE OBEY RIVER (L.M. 5.48) TO WEST OF S.R. 154 (L.M. 11.00).,FENTRESS,CNS239,ROADWAY,FENTRESS,20180622,Roadway,True
CNX170,Resurfacing,THE RESURFACING ON U.S. 70 (S.R. 1) FROM THE BENTON COUNTY LINE (L.M. 0.00) TO WEST OF THE TRACE CREEK BRIDGE (L.M. 5.75).,HUMPHREYS,CNX170,ROADWAY,HUMPHREYS,20230512,Roadway,True
CNS240,Resurfacing,THE RESURFACING ON U.S. 64BR (S.R. 15) FROM U.S. 41A (S.R. 16) (L.M. 13.72) TO WEST OF MONEY LANE (L.M. 18.31).,FRANKLIN,CNS240,ROADWAY,FRANKLIN,20180622,Roadway,True
CNS250,Resurfacing,"THE RESURFACING ON S.R. 108 FROM S.R. 56 (L.M. 12.02) TO WEST OF EAGLE LAKE ROAD (L.M. 15.00), INCLUDING ADDITION OF A TURN LANE.",GRUNDY,CNS250,ROADWAY,GRUNDY,20180622,Roadway,True
CNX208,Resurfacing,"THE RESURFACING ON S.R. 131 FROM U.S. 11 (U.S. 70, S.R. 1) (L.M. 0.00) TO NEAR S.R. 162 (L.M. 3.07), INCLUDING BRIDGE EXPANSION JOINT REPAIR.",KNOX,CNX208,"BRIDGE, ROADWAY",KNOX,20230512,Roadway+Bridge,False
